drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Lisinopril,High Blood Pressure,works well went from around 150/90 to 120/70 on this med 20 mg a day i should note that when under some stressors it didn't work as well like hospitalized with pneumonia but they gave me something else during my stay to help get it down again,9,positive,47,1,0
Diovan,High Blood Pressure,slow to work but eventually gets there,9,positive,7,0,0
Zestoretic,High Blood Pressure,i do very good on this medicine i started out at higher dose i am now down to mgs i am 76 years young i stopped smoking in october 2007,10,positive,30,1,0
Methylphenidate,Depression,it was twenty years ago that i read a newspaper article of scientific nature the article described me - depressed and having to push myself to get up in the morning my energy level was low and my motivation almost non-existent i took the article to my g p and she agreed to give me ritalin when my doctor left her practice without providing a new g p i had a lot of difficulty getting a new doctor who would prescribe the ritalin the first doctor i tried would not prescribe it after slipping backward to my old non-productive life i found a doctor willing give it to me on a li'mited basis i had to take a test for add then he gave me 10 mg a day it didn't help me finally i found a doctor who gave me what i needed - 20 mg twice a day,9,positive,150,0,0
Prozac,Depression,prozac was the worst for me wouldn't recommend it to anyone i was using it for depression and anxiety and when i first started taking it i felt terrible stayed on it for another months or so till my psychiatrist who did absolutely nothing for me spent a total of 15 minutes with me in appts uped my dose to 20 mg i started feeling really tired all the ti'me got headaches felt sick my head was always foggy couldn't remember much drained me right out so without my doctors word i stopped taking it and i still feel depressed and anxious but i feel much more alive and much better prozac didn't work for me at all,1,negative,118,0,3
Lexapro,Depression,i have been on and off of antidepressants my whole life i have been on lexapro for a year and it helped tons i don't feel depressed anymore but it seems that i don't have a range of emotions i always seem somewhat'subdued not able to cry don't get very excited about anything i have trouble falling asleep and actually getting good sleep i guess because of that i am often tired during the day the sexual side effects are irritating i gained a little weight but i also quit smoking so that may have had a part in the weight gain on a positive note i am not so overwhelmed with worrying i can concentrate much better at school my irritability has lessened i feel sane again,7,positive,128,1,0
Desvenlafaxine,Depression,on my first day of pristiq i noticed an i'mmediate surge of energy coupled with a racing heart and a feeling of disorientation i am somewhat'sensitive to mediciations generally so i was prepared to inherit some of the side effects what i have experienced in my first week is tiredness irritability/difficult sleeping grinding teeth nausea vomited ti'mes on night which settled on second day loss of appetite and general stiffness around my neck and back i trust these symptoms will settle in the coming weeks but thought it may be valuable to share my first week for those who are a little sensitive to medication in regards to my mental state i can safely say my mood has been moderately chilled unfazed and without any anxiety,7,positive,126,0,0
Tanzeum,Type 2 Diabetes,was on bydureon and my insurance quit covering it it worked really well now i have to use tanzeum which does not work nearly as well may need to up the dosage,5,neutral,32,0,0
Pristiq,Depression,pristiq worked well for me for months on the 50 mgs than it stopped working switched to the 100 mg and know its working again works really well for depression and anxiety makes you feel really confident talkative makes it i'mpossible to orgasm and it does keep you up at night hopefully it won't poop out on me when switching doses you have to give it at least weeks to feel the effects initial side-effects do subside,7,positive,77,1,0
Micardis,High Blood Pressure,on starting 40 mg micardis experienced severe dizziness that lasted about a month eventually subsiding okay for another months then started to have burning and pain in feet and lower legs especially at bedti'me had to stop even though was doing a good job with blood pressure now taking diovan and doing well,2,negative,53,1,0
Clomipramine,Depression,i use this medication for years after i tried everything prozac cymbalta abilfy and all the others this one was the only one that worked it took month to feel good and continued to grow for year it is not like the other medicine that let you continue if in your life but you still don't feel good this medicine really makes you strong and without all the bad thoughts and the less of energy,10,positive,75,1,1
Citalopram,Depression,i was put on celexa when i was 19 and i loved it it made me feel great then one day i decided to stop taking my medicines after a few months my depression returned i have been on or different meds for depression and each ti'me i stopped taking them i am now months pregnant and my depression anxiety and stress where'so terrible that my obgyn prescribed me back on to celexa i have been taking it for about a week now and already my friends noticed some change in my moods it s true at first you will be tired but after a few days of adjusting you will be back to normal for me the only side effects that i have found that won't go away are the crazy dreams and sweating while i'm asleep other then that i wished i never got off of celexa,8,positive,149,1,1
Remeron,Depression,i suffered from mild depression at first i did not believe in this medication but it s helping to me with my insomnia i sleep better and feel better,10,positive,29,0,0
Fluoxetine,Depression,i am 25 year old phd student i have been taking prozac for weeks now it started affecting me on the 3rd week i felt so much more active and i had hope for living i am working more efficiently and my sleep schedule is perfect i am gaining some weight which means i should also start exercising i still have vivid dreams and wake up several ti'mes during the night but i don't mind it because my life has changed so much and i feel so happy after years of depression,8,positive,92,1,0
Hydrochlorothiazide / Irbesartan,High Blood Pressure,i ve been taking it for a while now and my blood pressure has dropped from 180/100 to an average of 138/70 i haven't lost a lot of weight some but not a lot and my diet wasn't particularly unhealthy to begin with my bp trouble is about 80 genetic 20 the extra weight i carry i'm pretty sure it s the avalide so this is good stuff i wish it we're cheaper though i don't have insurance and i'm paying 100/month for it,9,positive,84,1,0
Trintellix,Depression,i have taken mg for two months although i am feeling better i have developed a shrill ringing in my ears is anyone else experiencing this,6,neutral,26,0,0
Sertraline,Depression,the worst thing anyone can do is read these damn reviews all they do is put ideas in a person that is already on edge then when you'read what people say you start to panic and i'magine you have things that you would not ever have thought of in the first place but since you'read what other people are saying its putting thoughts in your head just take the meds and chill out have your own experience not someone elses,8,positive,80,0,1
Bupropion,Depression,i have struggled with depression for most of my life after a particularly bad few months i decided it was best to talk to my doctor about medication one of my biggest issues was concentration which is why i was put on wellbutrin xl it didn't do much for my inability to concentrate but it did wonders for my energy levels and general mood i did experience side effects my hands would shake my stomach would get bloated and gassy i had more trouble falling asleep someti'mes had ringing in my ears but most of these either disappeared completely after about a month and the others are very di'minished the only reason i didn't give it a 10 is because i ended up having to pair it with another antidepressant,9,positive,130,1,1
Remeron,Depression,had a deep depression combined with insomnia i was helped from the first day with remeron it was an incredible feeling the side effect is increased appetite but since i know it s a side effect i can control it it s better to feel hungry than to feel like the end is near have been on it for a month now and still fall a sleep as a baby after less then 30 minutes when taken the pill my doctor recommends that i continue with it for approxi'mately more months and then lower the dose from 30 to 15 mg and phase it out after a month or so let's see what happens but it s really great now,10,positive,120,1,0
Trazodone,Depression,i was diagnosed with fibromyalgia months ago although i feel i ve had it for years for the past years i ve woken up miserably tired so tired that it s unbearable and has made my life very difficult major brain fog extremely sensitive lots of anxiety this led to depression although i knock out every night the doctor put me on trazodone to i'mprove my quality of sleep i started off at 25 mg was groggy for three days all day even with coffee so i decided to cut it and am now on 15 mg and today marks 14 days on it i never wake up during the night i wake up sleepy but ready to go unlike every other morning the past years where i could barely function i'm less anxious i feel happier and am extremely thankful,9,positive,141,0,0
Amlodipine,High Blood Pressure,just completed my first week of amlodipine i take mg once a day my blood pressure went from 140 s/100 s to 115/80 s i have experienced absolutely no side effects i'm young in shape and pretty active i'm so happy to find a medication that works for me,9,positive,49,1,0
Venlafaxine,Depression,i started off with 75 mg and have stayed on it ever since because i found no reason to change it the first day i could feel this medication working it was a little much at first but nothing i couldn't handle but i soon noticed that it took all my emotions away and made me dull to everything going on around me and in my life most don't like that but i really do i feel as if i have no cares in the world at all nothing goes through my head at all its like magic it takes me a little bit to actually get my brain going and operating but that's fine with me sleep and sex drive has gone down but i still get the sleep need and if i need to preform i can i just don't have the desire to want sex its changed my life in such good ways,10,positive,156,1,0
Byetta,Type 2 Diabetes,i dropped a jean size my close relatives say they have noticed some weight loss results the nausea is awful when i eat unhealthy food so i stick to my fruits vegetables and lean meat i cut out bread white rice and other bad carbohydrates out of my diet i only have half a cup serving of brown rice for breakfast i choose to eat fruits as i am a full ti'me university student and i don't need to feel nauseated for lunch i have a small meal then in the evening i either eat fruits/veggies or nothing i drink so much water i am always thirsty lately again the water seems to drain out the nausea and occasionally diarrhoea from bad food choices i will keep you updated on my journey in all honesty i feel so good now,10,positive,140,1,2
Dapagliflozin,Type 2 Diabetes,been taking forxiga 10 mg for weeks first week i was very tired but drunk more water to litres a day also had few very bad headaches taken care by paracetamol then forxiga gave perfect blood sugar quite constant taken with x 40 mg gliclazide i never felt so good in my life to prevent thrush male i was penis after every pee with plain water in a mug the first box forxiga we're made in uk by astra/zeneca in a white box little display info on it they we're brilliant then i went to collect boxes from chemist and was given forxiga dapagliflozinum 10 mg astra/zeneca made in malta and the effect totally different i started feeling sick after weeks razor sore throat so stopped taking,9,positive,127,2,2
Lexapro,Depression,i ve been taking lexapro for roughly months the benefit to risk ratio is positive compared to other anti-depressants it is not a miracle encapsulated inside a pill i hope it is helping motivation and sleeplessness remain my major adversaries of course your mileage may vary it is a helpful and expensive medication,6,neutral,53,1,0
Isocarboxazid,Depression,marplan did an amazing job of keeping my depression away from 2010 through 2017 i d tried nardil parnate prior but had weight gain/hypomania w/ nardil and ridiculously high blood pressure after each dose of parnate marplan is someti'mes said to be nardil s weak little sister as it s also derived from hydrazine unlike parnate which is derived from ampheti'mine it worked great for me no weight gain was able to perform sexually and it kept me in a good place marplan always felt very clean i never had a hypertensive issue but it did the trick the cost though looking at you validus is robbery current insurance 160/month - jan 1st insurance won't cover so 1500 a month nope,9,positive,121,3,0
Fluoxetine,Depression,i started taking anti depressant after my grandchild died he was years old and it changed my world i had so much anxiety over people and i was just so sad and angry all of the ti'me i stated celexa and i loved how it just shut off the bad eventually it was increased and i couldn't stay awake for anything i got switched to prozac about a month ago at first i felt very irritable but that's gotten better and now i feel better overall no more trying to sleep all day and the crazy switch is still flipped to off,8,positive,102,0,1
Viibryd,Depression,my doc gave me a titration pack of viibryd and after the second week at 20 mg i feel pretty good i continue with the third and fourth week packs going from 20 to 40 mgs and begin to get side effects i get spaced out lose my train of thought my short-term memory goes out the window etc etc so i reduce the dose back to 20 mg and i am pretty good still some space and memory issues but not serious and my mood is stable and my libido is back but i have been eating like crazy ice cream cheese bread eating eating eating mostly ice cream like it s the greatest thing in the world i have an appetite that won't go away i ve had a stable weight for decades and gained 12 lbs in the last month or so 196 and counting,7,positive,148,1,0
Bupropion,Depression,i'm on my 5th day of starting welbutrin sr generic 100 mg and feel more energetic and less depressed and lethargic that could be a placebo effect so early in treatment but i know for sure that its almost completey taken away my appetite i actually forget to eat i had been on prozac which worked great at first and then the therapeutic effects seemed to fade over the months until i was severely depressed again this has happened to me with several other antidepressants as well i hope that welbutrin will work consistently for me so far i'm very happy with the results,7,positive,104,1,0
Amitriptyline,Depression,my husband has bi-polar disorder and suffers from chronic back / sciatic work-related pain he d only been restlessly sleeping - hours a night for past 10 years this had increased his mood swings and cyclothymia to unmanageable proportions uk doctor prescribed 10 mg amitriptyline to be taken at night hours before bed after two weeks this was increased to 20 mg per night the effect has been nothing short of miraculous he sleeps really well for - hours a night wakes refreshed cheerful it s helped hi'm cope differently with depression - staying calm getting cbt therapy something he d never have volunteered for in his normal bi-polar anger / depression cycling has also noticed lessening of pain it s saved our marriage,10,positive,124,0,0
Sitagliptin,Type 2 Diabetes,doc put me on metformin which my liver didn't fair well with and then tried the januvia 100 mg after wks i told hi'm i was experiencing facial / hand / eye lid swelling and told hi'm i felt this wasn't a good fit for me so he prescribed januvia 50 mg which after three days caused nausea upper abdominal pain orange urine and skyrocketing bg from low 120 s to well over 200 s after eating i i'mmediately quit taking it,2,negative,82,1,0
Escitalopram,Depression,i am 60 years old and have suffered chronically from depression and anxiety after alcohol stopped doing the trick 25 years ago i started a long journey with anti-depressants i'mipramine which was very effective but had very unpleasant side effects over ti'me i have taken paxil effexor celexa and then a few years ago lexapro 20 mg while all of them we're helpful lexapro has been a miracle- i often forget i have the disease,10,positive,75,2,0
Quetiapine,Depression,the drug is good at making one feel good but the weight gain is bad,5,neutral,15,1,1
Risperidone,Depression,it made me lose my drive in life it was good initially for psychotic thoughts but i wouldn't recommend using it long term,3,negative,23,1,0
Liraglutide,Type 2 Diabetes,just started this med weeks ago i feel awful generally ill feeling like a cold or flu severe headache nausea vomiting muscle cramping feels like i ve done a massive workout and let the muscles cool down without stretching muscle weakness where it s a chore to lift arms and legs skin pain too trouble sleeping i can feel my heart pounding and hear it in my ears coughing and i don't know what else i have spoken to my doctor and been told this will go away but i'm concerned my vision wasn't great before but seems worse now not sure what to do,4,neutral,105,1,1
Micardis,High Blood Pressure,i love it no side effects tried others because of insurance all had lots of side effects i'm really upset because insurance companys are dropping it i can't take the generic for it made me sick as a dog with severe muscle pain,10,positive,43,1,1
Canagliflozin,Type 2 Diabetes,i started taking this medication weeks ago with average blood sugar control my first experience after a couple of dosages i passed out for the past weeks i have had system wide lymph node swelling fever skin sensitivity i have had several cancer tests i am going off of this horrible medicine i have researched and have seen that there are not many like me but there are at least that have done either the same or had some of the same symptoms i have almost lost my job due to this medicine and my health and well-being has been horrible since i have been taking this for those of you that it works for great i am glad it does please just be aware of any of the above reactions,1,negative,131,2,1
Bydureon,Type 2 Diabetes,i used bydureon seven weeks before i stopped because of the lumps at each injection site my doctor said they would go away it s been three weeks since i stopped and i still have all seven lumps this is ridiculous no shot should leave lumps like that,1,negative,48,0,0
Sertraline,Depression,a real life changing medicine depression gone social anxiety greatly i'mproved 100 mg daily for months mini'mal side effects also taking mg klonopin daily for anxiety,10,positive,26,0,0
Remeron,Depression,i started to take remeron months ago i ve been taking cymbalta for years and now with remeron i feel fantastic i'mean i ve gained weight i used to be really thin none of my clothes fit me now but i guess to me it is a little price to pay for feeling like i do now i ve been dealing with severe depression for over 10 years cymbalta did good to me and now that i'm taking both i feel like i can'take over the world,10,positive,87,2,0
Lexapro,Depression,lexapro cipralex in canada is an effective antidepressant that worked well for generalized anxiety disorder i took it because i had general anxiety occasional panic attacks and depression it worked well in both areas it helped a lot with mood confidence anxiety motivation but it was not without side effects it does cause weight gain although the exact reason is confusing i went from 180 pounds to 200 pounds in months there are also sexual side effects prolonged ejaculation with very little feeling and a strange feeling of being unable to urinate freely taking longer than usual it made me very sleepy weening off is difficult those are the pros and cons if the cons don't sound too bad to you it will help otherwise,7,positive,125,1,1
Escitalopram,Depression,i'm a 21 year old female and have been taking lexapro for only a short while but i can honestly say that it has been a miracle for me ive been treated for depression since i was 13 ive been on everything paxil celexa wellbutrin zoloft ability taken with paxil and nothing ever worked i had been suicidal and had been self harming for as long as i can remember i also have a crippling anxiety that made social interaction painful and almost unbearable i had been hosptilized once as a teenager for a suicide attempt but i got a new doctor recently and she prescribed lexapro for the first ti'me in as long as i can remember i feel happy i can actually sleep and not eaten up by worry or hopeless depression i finally feel like a human being,10,positive,141,0,0
Desvenlafaxine,Depression,for a few weeks i had a dry mouth i still waken during the night but straight back to sleep again at the beginning some brain zap things but i love it this medication makes me feel normal happy awake and life is much better a little concerned about coming off it but i ll deal with that at the ti'me,9,positive,61,1,0
Enalapril,High Blood Pressure,the coughing while on this drug 3rd month now is driving me mental the coughing is hard wakes me up ti'mes a night and i sneeze uncontrollably during the day this causes incontinence i am 72 i went off it today to see if i could normalize my life my blood pressure is still high even though i am on amlopodine and a diuretic too also my legs ache,1,negative,69,0,0
Vortioxetine,Depression,depression was much better but the side effects we're too bad to risk blood pressure increased felt hot all of ti'me and nausea that would not subside but for once i did feel like my depression was much better back to celexa now,4,neutral,43,0,1
Januvia,Type 2 Diabetes,not sure about any medicine i take but januvia was 56 bucks in sept 14 now it is 96 bucks got a letter from them after complaining their answer priced competitively what does that mean when there is not competition there is no generic and they know it tempted to take myself off of it found that if i forget it for two days i crash when resuming the medicine,3,negative,70,0,0
Escitalopram,Depression,lexapro has been extremely effective for me i did not have clinical depression just depression from cumulative stress it took about two weeks to kick in but after that life went slowly back to normal i am myself again and i get to go off the meds soon,10,positive,48,1,0
Desvenlafaxine,Depression,my pcp prescribed pristiq for my depression anxiety mood issues etc he told me that the drug takes a few weeks before you could see a difference but i feel like i experienced everything the first day i took the drug although my mood and energy i'mproved and felt better overall the side effects we're so severe i decided to discontinue after the first day my side effects started with heart palpitations sweating dizziness and a faint feeling this later subsided but turned into nausea and loss of appetite i couldn't eat anything that day and even water made me gag that night i slept for a total of hours i couldn't stay asleep and the ti'me i did fall asleep it felt like i wasn't asleep at all my body felt numb and my heart was racing,3,negative,138,0,0
Hydrochlorothiazide / Triamterene,High Blood Pressure,i was put on triamterene htcz 37 -25 mg as a replacement for lisinopril coughing and throat closing up after yrs on med i was put ontriamterene in january blood pressure was good but felt nervouse at ti'mes mood swings constipated march had blood work my uric acid level was 10 high my bun was 10 high had blood in my urine and fowel smelling urine was not feeling well my blood work also stated moderately reduced kidney function this med is poison to the kidneys march stopped triamterene was put on verapamil er 120 mg seems to be working o k i am very relaxed on this med which helps my pb as i am a nervouse anxiouse person which brings up my bp new lab reports are now good,1,negative,131,1,0
Escitalopram,Depression,i have used this pill for a short ti'me the doctor told me to take it at night that was a bad move i couldn't sleep at all then during the day i felt as if i was high didn't like the feeling so my doctor switched me to pristiq hopefully it will work for me,1,negative,56,0,1
Ambrisentan,High Blood Pressure,in 2009 i was 35 when they found out i had pulmonary hypertension almost died because i reached the point of having heart organs failure but thank god a excellent team of cardiology drs found my case to be so unique that they tested me for everything and anything after they did a right heart catheterization is when it finally confirmed the ph went to another hospital where a ph specialist confirmed the results and did more lab work and the oxygen saturation was 89 dr prescribed letaris started on mg but in one month i had to go up to 10 mg thank god for caring voices for helping me that first year now having medicare and the extra help i am still taking my meds because is the only medication that got my oxygen to 95,10,positive,138,1,0
Wellbutrin Xl,Depression,third day on wellbutrin and so far so good except for the side effects i get headaches angry and snapy over silly things ringing in my ears those are the main side effects and they're inconsistent up and down all long i feel mentally alert and creative and actually look forward to doing things i haven't felt like that'since i was a kid oh and my sex drive has increased i found to be eating more food on this probably cause i ve been more creative cooking in the kitchen just not sure if i'm into be angry/ snappy with my toddler around hopefully that'side effect subsides,7,positive,107,1,0
Pristiq,Depression,this medication did not work for me it is i'mportant to note however that i suffer more from anxiety than depression on pristiq i felt like i was on a constant roller coaster i gave the medication long months i would wake up in the night with panic attacks and would surprise even myself with sudden outbursts not to mention it was super expensive not worth it for me i'm back on zoloft and xanax and feeling much better,3,negative,79,0,0
Valsartan,High Blood Pressure,i have been taking diovan 160 mg along with three other medications my blood pressure went down from 160/100 to 135/90 but i'm not sure if it was due to this medicine or the other three i seem to get tired in the afternoon when my dosage was increased from 80 to 160 mg,7,positive,54,0,0
Alprazolam,Depression,my doctor threw every anti depressant medication my way they all made my depression worse to the point i had suicidal thoughts and tendencies my mother had it with the drs changing my dose and meds so finally she gave me some of her own prescribed xanax she gave me a 25 when i had my bad day about days out of the month now as needed i also have nervous habits anxiety when she started giving me the xanax i was 17 before i would cry hysterically for hours on end as soon as i tried xanax it all went away no more mood swings my depression went way down only having a few issues a month when i was untreated i am now 28 and i use it maybe - ti'mes a year and i use oils the others i highly recommend not using it continuously,9,positive,148,0,1
Exenatide,Type 2 Diabetes,i have lost 30 lbs and am doing much better thanks to byetta,9,positive,13,0,0
Desvenlafaxine,Depression,i just started pristiq exrelease 50 mg about days ago i am just learning more about this drug all these comments are very helpful i have much much hope i have anxiety issues panic disorder and some depression i have also noticed decreased hunger please continue writing in it can make a big difference to people like me thank you,8,positive,60,1,0
Duloxetine,Depression,my mood i'mproved the first day i took it life became more manageable big problems became insignifican't it worked great for me,10,positive,22,1,0
Desvenlafaxine,Depression,i ve been on pritiq two years now and it s a nightmare to get off of them i wish i would have never started them going off of them is so hard the side effects are probably close to an addict coming off drugs i ve only missed a dose and i feel like hell do not go on them try another antidepressant if i knew then what i know now about the withdrawal effects i would have stayed on citalipram as pritiq is ti'me released pill you can't just take a smaller dose to go off living nightmare as i don't find much benefit from them for depression and now i can't get off them without feeling like i'm going insane,4,neutral,123,0,0
Hydrochlorothiazide / Lisinopril,High Blood Pressure,was taking benazepril 40 mg two ti'mes a day my dad was taking this so i tried it works great i ve found that if i split the dose 20-12 in two parts half in morning and half in evening it works best 120/70 no side effects,10,positive,47,3,0
Aripiprazole,Depression,i felt no better had bad dreams and could not urinate by the second day,1,negative,15,0,1
Remeron,Depression,i have been on remeron for a little over a year for depression anxiety and insomnia it has helped quite a bit in all areas i have had a bit of weight gain approx 10 lbs but it is starting to come off slowly it is a small price to pay for feeling all around better especially being able to get a decent nights rest,9,positive,65,0,0
Coreg CR,High Blood Pressure,switched from atenolol to coreg cr to avoid the wall i would hit when doing cardio-exercise i felt less of the wall from the cardiac side but seemed to not breath as easily while doing cardio and while at rest felt like i had to force myself to take deep breaths on coreg cr never had that happen with atenolol also lost some libido on coreg cr which wasn't an issue with atenolol switched back to atenolol and these issues all went away,3,negative,83,0,0
Fluoxetine,Depression,incredible to think a si'mple pill would be so life changing 21 year old married mother of two i ve been struggling with depression and anxiety especially social anxiety my entire life i was at the end of my rope starting to think depression wasn't even a real thing it was just normal to feel like shit literally the first day i felt okay a month later here i am exercising everyday in my spotless house and playing with my kids no more emotional eating i ve lost fifteen freaking pounds i have the energy and focus to do everything i only wish i would have tried it sooner i thought it would make me feel like a numb robot but i still feel like me just a better me really looking forward to my future on prozac,10,positive,138,0,0
Vortioxetine,Depression,started on this 10 days ago for severe depression after sertraline and duloxetine proved ineffective over months i had days of nausea and stomach cramps but these have now cleared by day i was feeling great - not felt this positive and dynamic for years this was at 10 mg i still have increased gas but i ll live with that,9,positive,61,1,0
Escitalopram,Depression,seems like the whole world is on antidepressants these days docs doling them like candy i was on a low dose of lexapro for years and finally got off of it which wasn't a pleasant experience either i'might add i had gained 20 lbs was exhausted with no energy a mandatory hr afternoon nap oh yeah and it zaps your libido all things to consider i ve switched to wellbutrin and seem to have much less side effects,3,negative,78,0,0
Deplin,Depression,i just took my second dose of deplin i love the fact that there are no side effects i went all through the day without getting so angry at someone i would get an anxiety attack it s a start and i'm hoping i can return to my normal self wish me luck,8,positive,53,1,0
Wellbutrin,Depression,after years on zoloft it had stopped working i was experiencing mood swings and sadness/depression my doctor weaned me off zoloft and prescribed wellbutrin the first few weeks i i'mmediately noticed an increased sensitivity in all my senses there was kind of a wind tunnel effect in my ears my body was more sensitive to the touch great for sex life i became hyper-sensitive to noise/vibration a negative and i had a keener sense of smell not always positive i had trouble getting or staying asleep i stayed on it for six weeks but when my fuse got shorter and i became very hostile and angry i was weaned off of wellbutrin and changed to celexa it s been weeks and so far so good,2,negative,125,2,0
Abilify,Depression,i was put on abilify years ago for depression along with prozac at first it really helped my mood that only lasted several months so the doctor raised my dose to 10 mg a day i gained 30 lbs in months i am still on the medicine but decided last night to take it down to mg a day and eventually to discontinue it all together no matter what i do eat healthy exercise etc i cannot lose weight it has to be the abilify i can't think of any other reason i probably only put 1200 calories a day into my body if that i should be losing,6,neutral,109,0,0
Viibryd,Depression,i tried this medicine and it cured my depression within a matter of days i felt great and was seeing the world in a different light good energy and just felt good in general problem is i couldn't sleep i was on 15 mg i adjusted the dose down to 10 mg and the antidepressant effects we're gone i had to stop a great medicine due to insomnia,7,positive,68,2,0
Zoloft,Depression,love it i'm taking the 50 mg now i can deal with my wonderful boyfriend and crap ex husband my sex drive is still low but with luck that to will change,8,positive,32,2,0
Amitriptyline / Chlordiazepoxide,Depression,i have been taking li'mitrol for 30 years i would not be able to exist if it we'ren t for li'mitrol i had anxiety attacks and bad depression i take pills at bedti'me and sleep like a baby and wake up feeling great i am 76 yrs old and the only side effect i have is dry mouth i can handle that it is a shame my medicare and texansplus insurance will not except this medicine,10,positive,76,1,1
Cymbalta,Depression,my dr finally decided to try a different medication after i started telling hi'm that i think i am bipolar he put me on cymbalta it is good a lot better then prozac which i didn't feel any difference i am taking 30 mg right now think i could use an increase glad to hear all the good reviews about it i think it is something i would like to stick too,9,positive,72,1,0
Viibryd,Depression,i have been on this medicine for over a year works very well for depression the last few months the side effects are getting bad the brain and body zaps are getting to the point we're you don't want to go to sleep you feel like you are awake but can't move or talk,7,positive,54,1,1
Venlafaxine,Depression,i was happy to find that there is a way out of my deep depression however it was a state i do not want to be in ever again the thought that there is a way out of my feelings if ever they should occur again helps me a lot,9,positive,50,0,0
Fluoxetine,Depression,i ve been taking this now for about six weeks at first it worked well but for the last two weeks it seems to have stopped working i ve been taking ten tablet's a day for the last days that's 200 mg daily of fluoxetine and it does nothing i'm going to call my doctor and ask to try something else,1,negative,61,0,0
Victoza,Type 2 Diabetes,i'm in my third week of victoza 2nd week at also take actos once daily no side effects except loss of appetite and fill up quickly no weight loss and no dramatic drop in blood sugar readings i'm sticking with it for a while all of the positive reviews give me hope,7,positive,52,0,0
Amlodipine,High Blood Pressure,the one side effect i seem to experience on a constant basis is being cold all the ti'me the amlodipine has lowe'red my pressure though,5,neutral,25,0,0
Desvenlafaxine,Depression,i have been taking pristiq for about weeks now and i am extremely tired 24/ now mind you i do have a busy schedule full ti'me job and classes 24 hours a wk i do notice however that things don't bother me like they used to and my crying has eased up a bit i have started having some nausea hopefully the tiredness and nausea will di'minish the longer i take pristiq,6,neutral,72,0,0
Zoloft,Depression,causes jittery hands and problems with staying asleep,7,positive,8,0,0
Bupropion,Depression,well i started at a 100 mg dose and within days it kicked in i felt great laughing again cleaning the house again friendly and chatty no anxiety either it was a lifesaver for me,10,positive,35,1,0
Citalopram,Depression,i only started this medication a month ago i happened to be pmsing at the ti'me and i noticed a difference right away after my pms i felt about the same as pre-medicines but in the next weeks i started to feel like the person i used to be i was a content creative smiling mommy again and i am so thankful i was an angry monster mommy and my kids suffered but hopefully this upswing continues because i feel great real and normal i'm so glad i tried this medication,8,positive,91,1,0
Effexor,Depression,i had severe hellish unrelentless depression and did not want to live i started taking effexor and it worked the same day i never thought something could work so well i have few side effects my life changed 100 i am so happy now that the doctor put me on this people should not be afraid to try anti-depressants,10,positive,59,0,0
Bupropion,Depression,i stopped taking effexor after being on it for five years worked great but it was keeping me up at night had to skip a dose to have a decent sleep so i reduced to the lowest dosage before completely going off with the help of my doctor in the hopes i didn't need anti depressants anymore was ok for a few weeks and boom super depressed suicidal the works so i was prescribed wellbutrin and mirtazepine for sleep the wellbutrin worked right away and mirtazepine was great for sleep but it only worked well for a few months started redeveloping social anxiety panic attacks fits of rage suicidal thoughts and all that fun stuff i went to a new doctor and he basically told me that wellbutrin isn't good for anxiety lol good to know,3,negative,136,3,0
Citalopram,Depression,found it quick and helped me to reach the light at the end of the tunnel,10,positive,16,0,0
Aripiprazole,Depression,what a nightmare i even got lock-jaw symptoms,1,negative,8,0,0
Exubera,Type 2 Diabetes,my husband and i both love exubera it gave hi'm more control and gave hi'm back his dignity he is needle phobic and i had to give hi'm his insulin shots this also li'mited my freedom as i had to be there twice a day to administer the shot so no overnight visits to my mom unless he went too with exubera diet and exercise he was able to completely eli'minate insulin shots he also said that the shots we're very painful for hi'm and his skin became very sensitive and bruised,10,positive,92,1,0
Dulaglutide,Type 2 Diabetes,great results was able to back off of insulin within weeks i love this stuff,9,positive,15,2,0
Lexapro,Depression,after taking citalopram for over 12 years i started suffering from sivere anxiety side-effects my gp suggested that we try effexor after months on effexor my anxiety was no better and i had one little trip to the er and a short stay in hospital with another failed suicide attempt i was in a really bad place at the end of my wits my pharmacist had a chat with me he said that'seeing as i had responded so well to the citalopram initially it might be worth trying es-citalopram/lexapro i talked to me dr and he agreed things have been a lot better since i don't need any anxiety medication at the moment and most of my other symptoms are a lot more manageable it is not a cure but it makes the symptoms bearable,9,positive,135,0,1
Citalopram,Depression,first day 10m i felt euphoria and off second day i felt intense depression fell asleep driving at a red light around 3pm had thoughts of sucide and second thoughts about mental hospitals my eyes dilated and i was very anxious no thank you horrible experience,1,negative,46,0,1
Valsartan,High Blood Pressure,after about six weeks of starting diovan 80 mg my blood pressure began to go higher my dosage was increased to 160 mg my blood pressure would go up and down reaching to over 200/100 several ti'mes after a trip to the er twice and the hospital once i decided to take myself off diovan and go back to my old medicine problem solved,1,negative,64,0,0
Viibryd,Depression,after many antidepressant medications over the years i had resigned myself to a low sex drive and a bit of flatness in effect but after viibryd i regained that'sexual spark and the depression lifted it s been months now and i'm on 40 mg having stayed two weeks at 10 two weeks at 20 then week of 20 alternated with 40 mgs and then finally one 40 mg daily i have struggled with sluggish bowels for years so this may be why i didn't have diarrhea however there was some gasiness the first month and bowels more loose no nausea but i do take it with a spoonful of peanut butter most days i feel content which for me is exceptional,10,positive,121,0,0
