drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Exenatide,Type 2 Diabetes,this drug put me in hospital with pancreatitis - twice i felt like i was dying i talked my doctor into prescribing it wish it would have worked it was good for weight loss,1,negative,34,1,0
Wellbutrin,Depression,i was diagnosed with severe depression and anxiety as well as a bit of ocd regarding my weight well over 10 years ago but started taking medication for it only years ago i'm on wellbutrin again after a year or so off of it for about days now and i haven't felt much of a positive change what'soever unfortunately the one side effect i ve been getting are extreme migraines i suffer from chronic migraines anyway but they're never usually this bad every day i'm not sure if it s because i'm still coming off of the zoloft while starting up the wellbutrin zoloft gave me awful headaches and major weight gain along with some insomnia i'm sticking it out and hoping that the migraines go away i have been nauseous daily also,7,positive,133,0,2
Dulaglutide,Type 2 Diabetes,i have been on trulicity for a year and months first year 75 then went up to last months i like it no side effects at all even with the high dosage i went from 203 lbs down to 180 lbs 23 lbs lost without trying sugar is still going up but it bought me probably years or more before insulin which means a lot when you drive for a living my age is 58 and a half,10,positive,78,0,0
Norvasc,High Blood Pressure,i took exactly one pill and woke up the next day with the worse headache top of my head hurt temples we're squeezing had pressure in my eyes and couldn't tolerate sounds how ironic that people take this to prevent migraines i was done after day this came after days on metoprolol sp which had left me exhausted and short of breath so i wasn't exactly 100 b p went up somewhat the day i was on this headache left as soon as i went off it was put on valsartan right after and had terrible back/spine pain from that i think i am done with meds maybe i ll do yoga,4,neutral,112,0,1
Atenolol,High Blood Pressure,i am a 48 yr male and have been taking as directed 50 mg day for months blood pressure now 125/80 and stable i drink approxi'mately liter of whiskey every two days and notice no other side effects other than i cannot maintain an erection for as long as before taking this i should mention that i ve been drinking this amount of rye since i was 20 yrs old and that this is the only medicine i take,8,positive,79,0,0
Sertraline,Depression,it saved my life it was the perfect medicine for me except for chronic constipation went to the hospital for the constipation i did not know it was caused by zoloft at the ti'me and they found i had appendicitis which ruptured while i was waiting at the hospital and also that i had kidney cancer so got surgeries for the ruptured appendicitis and to take away my left kidney had it not been for the zoloft i would be dead i of course had to change medicines and go the second choice prescribed by the psychiatrist it works but not as well as the zoloft unfortunately zoloft is excellent and if it was not for chronic constipation i d be back on it good luck all,9,positive,127,4,0
Levemir,Type 2 Diabetes,i ve just started using levemir flextouch i only use it at bedti'me morning sugars are 278 or higher i'm up to 60 units so i'm concerned,3,negative,27,0,0
Paxil CR,Depression,i have been on paxil cr for a little over a month i have previously taken zoloft lexapro and prozac and none of them worked as well as this drug i was constantly agitated on the lexapro and prozac and they didn't seem to help with the depression zoloft just made me feel weird each drug is different for each person but this one works the best for me so far i feel calm and happy during the day the only problem with it for me and it is a big one is that i can't sleep i will spend hours in bed with my eyes open tired but unable to actually fall asleep i then have a hard ti'me waking up but once i do then i am awake and not groggy i am going to talk to my doctor about it and hopefully he will have a solution,7,positive,150,2,0
Victoza,Type 2 Diabetes,i have been a type diabetic for 10 yrs now i tried victoza in may 2016 as of today sept 24th i have lost 45 pounds i'm down to metformin a day and my a1c is great the side effects are mini'mal mainly sour stomach but that can be controlled mostly by diet low starch foods help alot i'm so glad after trying a few newer meds that i found victoza,10,positive,71,1,0
Trintellix,Depression,been on 10 mg trintellex for days after weening off zoloft 150 mg over a month really feel much better on trintellex but i have itchy skin and hives i got hives on one side of face the first day now they move around take hydroxizine which has helped some going to stop trintellex and start back on zoloft to see if hives go away per dr suggestion has anyone else gotten hives and do they go away over ti'me if i knew they would go away i would stick with it a little longer,10,positive,95,0,0
Trulicity,Type 2 Diabetes,i have been on trulicity 75 for a little over a year i seem to be nauseated and have headaches each week on the day after when i first started taking trulicity it was more like - days of feeling sick with horrible headaches my a1c went from 13 to an also taking tresebia daily and haven't noticed any side affects with the exception that when i would take both shots first thing i the morning on opposite side i find that when taking both of these medications i take tresebia first thing in the morning everyday and trulicity around noon once per wk making sure to shoot them on opposite sides this has so far helped with the nausea and headaches also sipping on lemon water with crushed ice hope this helps,8,positive,133,0,2
Glimepiride,Type 2 Diabetes,have taken amaryl mg for over a month and still cannot lower my blood sugar below 240 i walk exercise and careful about what i eat help,8,positive,27,0,0
Vilazodone,Depression,i was prescribed this drug for my anxiety i was having severe panic attacks and generalized anxiety this medicine made everything 10x worse i could barely get out of bed in the morning and i could barely function i was on 20 mg and it was horrible it made me feel super sick every ti'me after i would take it i would get very nauseous and dizzy this drug made me feel crazy and i luckily got off of it but i am still recovering from the horrid side effects do no recommend at all the side effects we're too much to handle and made my life horrible,2,negative,108,0,2
Canagliflozin,Type 2 Diabetes,i started invokana at 100 mg quickly moved to 200 mg then to 300 i ve already been taken off it because of horrible yeast infections that do not go away even with diflucan very raw and painful i was also taking 1000 mg metformin twice a day plus lantus - 26 units at bedti'me which is what i'm taking now i lost 14 pounds with invokana and since stopping have gained about back but i also quit smoking i don't relish the idea of gaining weight back but i'm really trying to watch what i eat since stopping invokana my numbers have actually started coming down,2,negative,107,0,1
Exenatide,Type 2 Diabetes,been on bydureon for 11 weeks during well on it have lost 13 lbs since i been on it,8,positive,19,0,0
Amlodipine / Hydrochlorothiazide / Olmesartan,High Blood Pressure,i am currently experiencing negative side effects which include headaches dizziness sneezing runny nose lips tingling joint and muscle pain i did not experience these symptons while i was taking benicar hct and amlodipine,5,neutral,34,0,0
Liraglutide,Type 2 Diabetes,on victoza for months now i am at but can move up as tolerated to i have had no side effects and feel great morning levels went from 130 to 80 s also i am taking extended release 500 mg of metformin twice a day lost - pounds --- nice but the blood sugar control is the great thing will be back,9,positive,62,1,0
Hyzaar,High Blood Pressure,i have been on hyzaar 100 25 for months and it has proven to be the most effective of all the other blood pressure medicines i have taken over the last years i also take a 10 mg norvasc with it every day i have experienced no side effects i love it,10,positive,52,2,0
Victoza,Type 2 Diabetes,i have been using victoza to control my type diabetes and it has been great i have been using it for months and i have lost 26 lbs the only problem i have encountered has been hive like welts at the injection site this did not occur the first ti'me i began using victoza but my insurance company refused to pay for the it until i tried a pill i tried metformin and it was a disaster i suffered many side effects and my blood sugars jumped up to around 220 i was put back on the victoza and since i began injecting the second ti'me i began getting the welt like hives right away now they only come every so often but i have experienced nothing but positive results from victoza,10,positive,132,1,0
Valsartan,High Blood Pressure,i used to take 360 mg a day now i'm down to 80 mg a day i have taken this for years i wouldn't change to anything else it has really done wonders on my blood pressure bp now my bp is well controlled,10,positive,44,0,0
Amlodipine,High Blood Pressure,49/f i went to the cardiologist /28 because my heart was racing at like 90-110 on a daily basis my bp when i got there was 218/106 mixture of white coat syndrome and an ibs episode i was in the middle of plus whatever else is the cause of my hbp dr said go to the er i declined he did an ekg and all was fine dr prescribed 10 mg of norvasc and coreq i went home and took my bp it was 170/100 took mg of norvasc and 50 mg toprol i was already on bp came down to about 140/95 in about 12 hours pain by my pancreas for 12 hours a few days into it feet and ankles swollen like balloons /14 on 10 mg my bp averages around 133/86 feet still swollen by night feeling a lot better finally something that works for me no other side effects,10,positive,153,1,0
Liraglutide,Type 2 Diabetes,have been on victoza for months and for last month have lost 12 lbs take 750 mg x2 of metformin unable to exercise though from weakness and slight headache i can go swi'mming twice a week but that's about all the energy left wonder what the long term effects would be since this hasn't been on the us market for too long hope for the best for all of us type s,9,positive,72,1,0
Hydrochlorothiazide / Lisinopril,High Blood Pressure,initially i had to get used to the dizzy feeling after standing up too quickly i rise slower now i combat the mild dry mouth and cough by drinking lots of water the diuretic effect plus my coffee and water intake in the morning makes me wish i could move my cubicle into the bathroom that effect tapers off during the day,8,positive,62,0,0
Bupropion,Depression,wellbutrin works well for the type of depression recently crippling me that i don't want to get out of bed and face yet another horrible day -- i just want to give up type of depression wellbutrin for me erases those bad feelings and does so very quickly within hours of my first dose my confidence came surging back the rapidity of action is due to the unique way it works it isn't the typical antidepressant wellbutrin has side effects but none harsh enough to stop me from taking it regular the side effects i experience is a a tense feeling physically and b kind of a chemical taste in my mouth but there's no blurred vision no zombie feeling and no terribly dry mouth the payoff is worth it,8,positive,130,1,2
Pioglitazone,Type 2 Diabetes,i have been taking actos for years recently the cardiologist diagnosed me with heart failure my ef is 30 weeks ago i stopped taking actos and my fasting blood test is 125 the same reading as when i was taking actos,2,negative,41,0,0
Lexapro,Depression,i am a 49 year old female and have been on lexapro for about months i can't believe how much it has changed my life - i am so happy now i take mg per day / a pill - more than that at once upsets my stomach i had tried paxil before and it was awful lexapro has given me my life back,10,positive,64,0,1
Abilify,Depression,abilify worked for me within / weeks yes i gained weight but i felt the best since my fibromyalgia started but i have medicare disability and went into doughnut hole the 800 price point was more than i can handle,10,positive,40,1,0
LAntus,Type 2 Diabetes,i have been on lantus for over weeks and i feel i have less control of my sugar levels i take 22 units at bedti'me and it isn't lowering my levels like it should per doctor i cannot take regular insulin with it as the lantus is a 24 hr dose so if my level spikes to sway 435 i can't take a shot of regular insulin to bring it down i have to ride it out till bedti'me when i can'take another does of lantus i would rather take regular insulin every hrs than do the lantus as it gives me more control of the dose i need for my sugar levels,3,negative,113,0,0
Citalopram,Depression,been depressed since 13 years old didn't take an antidepressant until late 50 s resisted tried everything else still have to do work like therapy exercise diet rest mental care but this is like a miracle for me never even knew how depressed i was before now i am only anxious ha ha have to work on that but it is much better to be anxious than anxious and depressed,10,positive,70,0,0
Olmesartan,High Blood Pressure,had some eye problems especially when reading small print or looking at computer too long my feet also hurt/swelled benicar has a particularly strong odor in pill form,4,neutral,28,0,0
Liraglutide,Type 2 Diabetes,i ve been on victoza for days and its been great i have type uncontrolled diabetes i ve had no side effects at all i ve lost lbs and feel really good my sugar levels are under 140 hours after a meal which is awesome appetite is completely gone but i'make myself eat a small meal ti'mes a day i started with mg and on 4th day increased to mg still no side effects i recommend this med for people with uncontrolled type diabetes oh and for people who are afraid of needles don't be the needle is so thin that you can t even feel it i hate needles and i don't mind injecting victoza at all,10,positive,118,2,1
Escitalopram,Depression,i seemed to experience the regular side effects of lexapro insomnia low sex drive sleepiness during the day i am taking it at night because my doctor said if it made me tired to take it at night i assumed it would and started out taking it at night strange dreams some pleasant i was diagnosed with fibromyalgia seems to be helping with the pain have had anxiety and depression in my family and have tried quite a few other medications that haven't worked only have been on it for two weeks but feel more positive in my mind want to accomplish more in my life hopefully the side effects will dwindle away worth it to stick with it from hearing others responses great medication,9,positive,125,1,0
Citalopram,Depression,could not live without it mini'mal side effects and helps keep my moods level without it i would bite your head off just for speaking to me it is a horrible feeling to not be able to control your emotions no matter how hard u try citalopram has changed my life worst side effect is sexual lethargy no desire but being single i can deal with that for now,9,positive,69,0,2
Olmesartan,High Blood Pressure,i took 20 mg benicar as an alternative to lisinopril which caused a cough with benicar the cough went away after a few weeks but a new side effect took its place i would wake up in the middle of the night with a sore chest and upper back pain its a shame because during the day benicar had no apparen't side effect and kept bp at 128/79,6,neutral,68,0,0
Fluoxetine / Olanzapine,Depression,this medicine is wonderful so far and only been on it for days i already see i'mprovements i gave it a nine so far because i am still having some brain fog and headaches but hopefully that will go away i have tried numerous medicines for major depression that has been going on months with no relief well this has totally helped i just hope things keep getting better,9,positive,69,1,0
Bisoprolol,High Blood Pressure,i have developed an itchy rash with red weals on different parts of my body and i itch constantly all over my skin where there are no visible marks have been treated with a steroid cream which has had little effect it is driving me crazy,9,positive,46,0,0
Uptravi,High Blood Pressure,i'm on my 2nd week of the tritation i do have some headaches my skin is itchy and i have a weird heartburn sensation however i will continue i hope the positive will outweigh the negative it was hard to get this pill so i really want to try and makes it through this tritation my other meds are letrais and sildeifide which i love,5,neutral,65,1,0
Diltiazem,High Blood Pressure,occasional dizziness but drug works,8,positive,5,1,0
Methylphenidate,Depression,i ve been diagnosed with add at the age of 42 and have struggled with major depression since adolescence i currently take 10 mg methylin er and 150 mg bupropion xl in the morning in the evenings i take 50 mg of trazadone for sleep weeks now and i have never felt better the adjustment period was pretty mild just a bit jazzed in the morning and very mild nausea in the evening this gradually faded over a week my appetite is returning my diet i'mproving and i am reconnecting socially my sleep is good and i awaken fully alert with the sunrise i can't believe how dramatic this change is i am opti'mistic that i will be able to dig myself out of the hole i ve been in and re-build a life,9,positive,134,1,0
Lotrel,High Blood Pressure,this drug is very effective but also very expensive,6,neutral,9,1,0
Guanfacine,High Blood Pressure,didn't have much i'mpact on my blood pressure and i had to discontinue due to side effects extreme dry mouth fatigue and drowsiness falling asleep at work and struggling to stay awake while driving,5,neutral,34,0,0
Spironolactone,High Blood Pressure,taste after receiving a bottle in a different state as i'moved just wanting to know if the medication suppose to taste like minty even the bottle has a smell never had a smell or taste before and have been using spironolactone for over a year for a previous stroke,10,positive,49,0,0
Amlodipine / Benazepril,High Blood Pressure,developed severe nocturnal leg cramps occured nightly between 5am and 7am after months i discontinued and went back to diltiazem cramps stopped next day,3,negative,24,0,0
Clonidine,High Blood Pressure,within two weeks my blood pressure came down from well over 200 190s and 180s down to averages of 140 s and below incredible because for several years it was extremely high and i had a stroke in my eye because of it i'm thrilled with the results because no other medicine worked,10,positive,53,0,0
Riociguat,High Blood Pressure,i did not see any positive results with this medication i am still on this medication within the first and / months i gained 20 lbs i am not very happy,1,negative,31,0,0
Elavil,Depression,i have been on elavil for depression for 20 years i did have some problem with not remembering that i had told someone something already this has gotten better as i'made a conscious effort to remember things i still have some problems with memory in forgetting where i put things the best thing that happened is i have not had a headache in 20 years i used to have bad headaches - ti'mes a week so this has been well worth putting up with side-effects,10,positive,85,1,1
Bisoprolol / Hydrochlorothiazide,High Blood Pressure,i have been taking it for 10 days and am shocked by the side effects - starting with very dizzy continuous headache very tired warns against doing anything needing alertness how can people in full ti'me jobs take this then in the last days developed runny nose sore throat and now for days i have trouble getting my breath - even just talking on the phone so i am now coming off it - cutting dose in half for a few days dose was only 25 uni'maginable to take more of it i take felodopine as well as read that its not necessarily a good idea to take it with that drug too pretty bad,1,negative,115,1,1
Mirtazapine,Depression,mirtazapine worked for me or is it that my circumstances became more favorable in treating my depression i'm slightly on the fence with the outcome its made me incredibly level headded and monotone boring even which is totally out of character for me this was alot better than not being able to cope with day to day life night one of taking a 15 mg tablet gave me a good night sleep however for the following - days i became very strange anxious and jittery i think this was my brain adjusting to the meds months in i'm ready to stop taking it if stacked on kgs in the process which isny doing anything for my self esteem not sure that this drug increased my appetite but gave me a who cares attitude and ill eat whatever i want,8,positive,139,1,0
Trulicity,Type 2 Diabetes,addendum to june 13th post my a1c is down from in may that's points in months yaay my endo was very pleased he started me on trulicity 75 in may because i was having gi issues with janumet i ve had no nausea or diarrhea with trulicity only mild headache decreased appetite some abdominal soreness/achiness and low blood sugars during the day now i take -10 units of novolog prior to meals and at ti'mes none at all depending on my blood sugar reading my levemir has decreased as well- i take 42 units at night vs the previous dosage of 50 units twice daily my weight is down lbs i recently filled a prescription for a 90-day supply of trulicity and did not have a co-pay overall i am pleased,9,positive,131,0,0
Liraglutide,Type 2 Diabetes,started on victoza two weeks ago i ve lost six pounds and have not experienced any of the negative side-effects - just the decreased appetite i was taking metformin 1000 mg twice a day and glypizide glucotrol 10 mg twice a day and my morning sugars we're crazy high like in the 200 s and the doc was talking about insulin then i saw the endocrinologist who put me on victoza and on day my morning bg was 89 am now off the glypizide and tapering off the metformin continuing to lose weight and feeling good i hope the long-term side-effects don't turn out to be bad,9,positive,107,1,1
Amlodipine,High Blood Pressure,it has lowe'red my blood pressure which was crazy high upper number 210 once and otherwise always in the 190 s everything was fine at first but now i'm so tired it hurts i am actually so fatigued that i am close to not being able to function i have also noticed some double vision comes goes,3,negative,57,0,0
Diovan,High Blood Pressure,i have been taking 160 mg/25 for years have had no problems no side affects at all had to change as insurance company will not pay for it 126 00 month,9,positive,31,0,0
Ramipril,High Blood Pressure,i have been increased from mg to mg but because by blood pressure was 135/85 they we're not happy with the bottom number 85 and because i am a type diabetic they have now just double my dose to 10 mg and for years stated i had white coat syndrome and would not medicate - surely this could have cause more damage but so far so good i do suffer with night sweats and leg pains but don't know if this is linked,5,neutral,83,1,0
Desvenlafaxine,Depression,i started taking pristiq a little over a month ago and it took over months for the company to accept me into the program i'm only 18 and don't usually prescribe this medication to people who are around 18 but since i am younger the medicine is completely free which is nice i took a dna test which tells you which medication is most efficient and this was the / on the list for antidepressants haven't had many side effects but over the more ti'me i take it i feel more numb however i didn't take the medicine for days and the withdrawal is horrid,6,neutral,105,0,0
Sectral,High Blood Pressure,i ve had high blood pressure since i was 19 been on many blood pressures meds that just stopped working my doctor put me on acebutolol when i was 35 i'm 45 now my blood pressure is always perfect or low i was on a 2nd medication when i started i was off that years after starting acebutolol this medication is awesome when i was unemployed medicaid required a prior-auth so i had to borrow the money to fill it,10,positive,80,1,0
LAsix,High Blood Pressure,had a renal nuclear scan with lasix injection for die contrast to appear on the scan'to identify the source of blockage in a kidney prior to the scan weeks of recovering from an upper respiratory infection including bronchitis all of my urti symptoms returned with a severe cough and esophagus throat constriction during the 45 minute scan after the lasix was injected fortunately i was in a hospital where they treated me i'mmediately for the allergic reaction read all of the interactions and side effects after 12 hours i feel much better,1,negative,92,0,0
Paxil,Depression,i was severely depressed before deciding to try this medication i recently graduated may 10 with my second b s i am also a mother i knew before that i wasn't happy like i should be i never ever was proud of my accomplishments it was difficult for me to do daily tasks and play with my daughter i was never happy when i graduated with my bio degree i sunk really low the weight above my head felt like a building was being held on top of me a friend suggested depression i decided to talk to my doctor about it and we gave paxil a try i felt better almost i'mmediately within week i can honestly say the weight was gone and i felt better than i have in a really long ti'me it has changed my life highly recommend,10,positive,142,0,0
Trazodone,Depression,it has worked so far for me and i would recommend it to anyone suffering with depression,7,positive,17,0,0
Felodipine,High Blood Pressure,while this medicine was effective in lowering my blood pressure it had numerous negative side effects it made me very sleepy sensitive to heat caused my ankles and legs to swell up so i needed a diuretic it caused acid reflux with or without food flushing and made my depression much worse i have since weaned off,4,neutral,57,1,0
LAbetalol,High Blood Pressure,i take labetalol 200 mg x per day for the past years yes my blood pressure is down but i am so tired some days i just lay around all day i also take diltiazem 180 mg and cozaar 100 mg i am trying to get off the labetalol and go on bystolic this medicine labetalol saved my life in the emergency room with dangerously high blood pressure but now i am so sick of it and have gained 20 lbs and cannot exercise i really want to try the bystolic,7,positive,91,0,1
Glimepiride,Type 2 Diabetes,i have been on several non insulin drugs and nothing lowe'red my blood sugar untii started gli'mipiride at first i took one pill in the morning and one at dinner i was still eating a large dinner and eating junk food my sugar levels would go down but we're all over the place when my a1c increased significan'tly in three months i knew i had to make a change i now take double the dose of gli'mipiride in the evening however when i got serious about my diabetes i changed the way i eat smaller meals more often is best on this medication in order to not have dips and spikes a good breakfast and a mid morning snack works well a moderate lunch with an afternoon snack makes good sense a low carb-high lean protein dinner the med works well,7,positive,141,3,0
Zyprexa,Depression,for a few days its take major energy at mg but later its make me ever tired and sleepy i don't know what this drug work,5,neutral,26,0,0
Metoprolol,High Blood Pressure,when it gets to the point that when you go to sit on the toilet you almost miss it and then almost fall off of it for being dizzy it is ti'me to stop after coming here i know why now i switched myself back to coreg just now had some left and will call the doctor mon am,3,negative,59,0,0
Glimepiride,Type 2 Diabetes,i discovered my a1c has crossed the line into the s and my dr wanted to be proactive regarding this i'm 59 and overweight not very active due to a li'mb amputation total knee replacement gone wrong i saw i'mmediate i'mprovement with my blood sucrose numbers i also started reading food labels and after reading some diet suggestions i try to target meals below 55-60 carbs my pre-meal numbers run from 60 to 120,9,positive,74,0,0
Adcirca,High Blood Pressure,the side effects are giving me trouble especially the headaches and nasal congestion but i hope that my body will get used to them i can't get my liver transplant without getting the pressure down,7,positive,35,0,0
Janumet,Type 2 Diabetes,i'm taking 500/50 mg i'm 24 years old this is my 7th day with janumet and it has helped lower my sugar levels but i have upset stomach and before i go to bed i feel a little dizzy my sugars are okay though i'm going to keep on taking the pill for a few more weeks,7,positive,57,0,0
Novolog,Type 2 Diabetes,have used novolog for -10 years i has reasonably helped with controlling my glucose but has caused considerable weight gain my units are determined by the carbohydrate count per meal - that has been adjusted from a ratio of 10 to a ratio of per unit a new endocrinologist has suggested januvia but the side effects sound horrendous the other oral medications i ve tried over a period of years did nothing positive and actually caused too many gastrointestinal problems will decide in months at next appointment,7,positive,87,0,0
Wellbutrin SR,Depression,i am a mother of small children and i began this medication about months ago after being on celexa which made me feel tired a lot and hungry all the ti'me - i gained like 20 lbs on it the first thing i noticed with wellbutrin was a decreased appetite then i started to feel more alert - the same kind of alertness you would feel when taking adderall a few weeks into it my mood was totally different i was happy calm energetic - all the things that i wanted for so long but never thought i could achieve as i was very depressed i was walking in a parking lot the other day and i thought to myself wow isn't life great - wellbutrin is an amazing medication,10,positive,130,2,0
Venlafaxine,Depression,/10 would not take again felt dizzy nauseous and tired,1,negative,10,0,0
Quinapril,High Blood Pressure,took it for a little over months - quinapril hcl 40 mg along with amlodipine besylate mg and / a pill of hydrochlorothiazide 50 mg the cough got to be excessive of course i do smoke but i know the difference between smokers cough and something else switched to benicar 20 mg after days side effects just too much and it is so expensive quit the benicar the coughing is very annoying but will have to try it again as it is like the only medicine that i can afford right now everyone is different but it is okay as far as i am concerned for me,7,positive,107,0,0
Trulicity,Type 2 Diabetes,i have had hypothyroid for 30 years and weight problems because of it months ago my blood test showed pre diabetes my doctor put me on lowest trulicity and after months i lost 39 pounds and my blood sugar is down to,7,positive,42,0,0
Avapro,High Blood Pressure,i have been taking avapro 150 mg for years now and it has been wonderful my blood pressure has been in the normal range almost since i started taking it i did reduce my salt intake and recently lost 15 pounds i am making lifestyle changes i'm now walking about miles a day for to days of the week avapro helped me get on track to a healthy life style oh and i just turned 60,10,positive,76,1,0
Insulin Glargine,Type 2 Diabetes,brought a1c down from 13 to,10,positive,6,0,0
Vilazodone,Depression,i ve been on 40 mg for almost weeks now was working great in the beginning especially weeks - but for some reason the beneficial mood effects wore off and i don't feel any different now than before the only thing i can'think of is around that'same ti'me i started seeing a shrink and he put me on xanax xr mg - ti'mes per day could the xanax xr have killed off the positive effects i was having with the viibryd not sure yet by the way i had literally no negative side effects from taking this medication i always take it in the morning never at night tried that once and it kept me up all night,5,neutral,118,1,0
Hydrochlorothiazide / Lisinopril,High Blood Pressure,i was on atenolol for 15 yrs with leg swelling facial swelling headaches joint aches insomnia no restful sleep erratic bp in maybe hr switched to lis/hctz 10/12 yrs ago the only pill i take bp steady 125/80 throat sore swelling closed mouth breather headache 12 hr after taking tinnitis dizzy when rising the began vertigo real vertigo dr said food allergy stopped lin/hctz for days bp high no tinitis no dizzy no headache days ago had bleeding floater in left eye this morning optamologist said lin/hhctz can effect floater and maculer degeneration deciding what to do lose 50 pounds and get off drug or put up with side effects and go blind,6,neutral,113,0,0
Clonidine,High Blood Pressure,this medicine is not reducing my diastolic pressure as i feel it should it is still averaging over 100,3,negative,19,0,0
Trulicity,Type 2 Diabetes,it makes my stomach cramp and haven't lost as much weight as i had hoped,5,neutral,15,0,0
Benicar,High Blood Pressure,started benicar hct 20/12 sunday morning monday evening blood pressure was up took second tablet that evening then took morning and evening friday morning woke up and walked downstairs with no aches or pains morning walk has been painful for last 20 years i hope this trend continues peeing every 90 mins otherwise no side effects,10,positive,56,0,0
Diovan Hct,High Blood Pressure,diovan hct worked well for me for almost three years good blood pressure numbers no side effects however i started getting fairly severe side effects nervousness anxiety insomnia that appeared over a period of about a month and disappeared the moment i stopped taking it a google search turned up several people had si'milar experiences now on bystolic which is doing the trick so far without any side effects,4,neutral,69,1,0
Zoloft,Depression,my 14 year-old son suffers from major depressive disorder/social anxiety disorder he was previously on lexapro for 10 months which worked well for his symptoms but gradually stopped working he was switched to zoloft and increased from 25 mg to 50 mg after a week only days into the 50 mg dose he reports much i'mprovement in his depression symptoms it doesn't control his anxiety symptoms as well yet but we are hoping that will change in the next few weeks overall he feels better on zoloft takes it in the evening due to initial side effect of headache,9,positive,99,0,0
Abilify,Depression,i really think this drug has been a life saver but be careful with the dosing-someti'mes less is more i currently take mg and that is enough to pop me out of the depression at mg i was very flat anxious and my joints ached everyone is different but this drug can be very helpful,10,positive,55,1,0
Atenolol,High Blood Pressure,my blood pressure went fro 160/100 to 110/70 and i have not had any side effects,10,positive,16,0,0
Trulicity,Type 2 Diabetes,been on trulicity for months no diarrhea but super constipation major fatigue i take 1000 mg metformin down from 000 daily plus the weekly mg trulicity shot a1c at which is great i lost about lbs frankly i'm stopping it- bloating cramping and the constant fatigue is just not worth it ti'me to get more active and eat right it may be the hard way but definitely the right way,4,neutral,70,1,0
Invokana,Type 2 Diabetes,have been type for ten years janumet and glipizide controlled the a1c if i behaved with eating a1c went up and doctor said invokana i didn't like the idea of what it does - because of what i read but doc assured me she had many many patients on it with no problems tried the 100 mg / day for three months didn't notice anything at first until now i realized i had depression coming back after over 20 years on paxil exhausted all the ti'me gastrointestinal pains si'milar to diverticulitis and blood review shows almost nothing a1c down to but cholesterol went way up i ve had no cholesterol issues for many years on a statin i really think that this class of drug is wishful thinking on the part of the drug company bad,1,negative,136,0,1
Cozaar,High Blood Pressure,cozaar did not help my blood pressure and the side effects we're bad i had headaches from day one nausea low back pain and nonstop trips the toilet my doctor wanted me to try cozaar because my medicare provider wouldn't cover my diovan i have been taking diovan for years it took forever to find a drug that worked on blood pressure without side effects diovan is expensive at 80 for a 30-day supply but it works,3,negative,77,1,1
Losartan,High Blood Pressure,got prescribed this about a month ago i'm 22 250 lbs and have had a blood pressure reading of 170/110 for the past year or so after taking cozaar 50 mg for just one month daily its dropped to 112/66 i feel great except for the blurry distorted vision rather have that then die from a stroke or heart attack any day other than that no side effects,9,positive,68,1,0
Amlodipine,High Blood Pressure,the first few days i took amlodipine mg i felt like i was going to have an anxiety attack and was a little light headed as i got used to the med the feelings decreased but i still have that panic feeling once in a while after a week my right leg and ankle became swollen but not my left leg i also experience nausea with this medicine and a loss of appetite which in part is good as i'm overweight however i could do without the nausea i always take this medication with food and my other meds in the morning it has dropped my high blood pressure from 200/97 to 140/83 this is the only good thing about this medicine i can't put my finger on it but i just don't feel right since i ve been taking amlodipine mg,4,neutral,142,1,0
Micardis Hct,High Blood Pressure,i lost years of my life on this medication my blood pressure was controlled but i had chest pain i could not think properly i could not sleep i had severe fatigue i could not function my wife thought i was just lazy lucky i found someone else on the internet with si'milar symptoms and persuaded the doctor to change medications after going on karvea i got my life back i hope this can help someone else who is suffering on micardis,2,negative,82,0,0
Cymbalta,Depression,i found this to be a very effective anti-depressant i feel it helped me turn my life around i had tried about or more other drugs which we're all unsuccessful in treating my condition the big drawback was that it stopped working after about years and i am again trying various anti-depressants,8,positive,52,1,0
Amlodipine,High Blood Pressure,this pill is absolute poison i only took it for a week and a half and ended up in the emergency room i had a fast heart beat and pulse tight chest with pain an extreme anxiety feeling kidney pain and my left arm was numb on and off and generally felt out of it and zombie like before i got fear mongered into taking it i was completely normal i have been trying to get back to normal ever since the er trip when i got off this poison pill there is no accountability for these drug companies do not trust these doctors they are drug dealers for the pharmaceutical companies and they don't care what happens to you do not take this poison,1,negative,125,0,0
Benazepril,High Blood Pressure,the medication actually worked pretty well for me however i developed a cough that would not go away having severe asthma it made it i'mpossible for me to take it,9,positive,30,0,0
Escitalopram,Depression,i ve been on effexor xr before and was off it for a few years life got tough again and new dr put me on 10 mg lexapro after a week i can see light at the end of the tunnel and it might not be a freight train after months of not being able to get back to sleep when i wake in the middle of the night i'm now sleeping much better fuzzy thinking and digestive upset for a few days i don't have much of an appetite but that is really a good thing i feel a little more focused too i can feel my mental energy returning so far so good,8,positive,115,1,0
Amlodipine,High Blood Pressure,the one side effect i seem to experience on a constant basis is being cold all the ti'me the amlodipine has lowe'red my pressure though,5,neutral,25,0,0
Lisinopril,High Blood Pressure,i was on lisinopril for months and all of a sudden my tongue started feeling funny i stopped taking it for a day and it seemed to get better the next day after taking it my tongue swelled up seems i had a bad allergic reaction to the medication so be warned if your tongue starts feeling funny,1,negative,58,0,1
